trade_date,open,high,low,close,volume
2024-05-08,2313.60009765625,2313.60009765625,2313.60009765625,2313.60009765625,4
2024-05-09,2310.699951171875,2339.5,2310.699951171875,2332.10009765625,5
2024-05-10,2367.300048828125,2367.300048828125,2367.300048828125,2367.300048828125,126
2024-05-13,2358.300048828125,2358.300048828125,2336.10009765625,2336.10009765625,14
2024-05-14,2336.0,2358.0,2336.0,2353.39990234375,6
2024-05-15,2361.60009765625,2388.699951171875,2356.0,2388.699951171875,29
2024-05-16,2389.5,2392.199951171875,2380.0,2380.0,7
2024-05-17,2380.699951171875,2415.800048828125,2380.699951171875,2412.199951171875,213
2024-05-20,2415.800048828125,2435.800048828125,2409.699951171875,2433.89990234375,40
2024-05-21,2429.5,2429.5,2421.0,2421.699951171875,6
2024-05-22,2417.5,2417.60009765625,2375.800048828125,2389.199951171875,180
2024-05-23,2371.199951171875,2371.199951171875,2335.0,2335.0,365
2024-05-24,2342.60009765625,2345.39990234375,2332.5,2332.5,25
2024-05-28,2336.89990234375,2359.699951171875,2336.89990234375,2355.199951171875,26
2024-05-29,2340.300048828125,2340.300048828125,2340.300048828125,2340.300048828125,119317
2024-05-30,2336.89990234375,2349.5,2320.800048828125,2342.89990234375,32587
2024-05-31,2344.10009765625,2354.0,2319.0,2322.89990234375,941
2024-06-03,2322.60009765625,2347.5,2312.0,2346.60009765625,781
2024-06-04,2347.5,2347.699951171875,2313.89990234375,2325.5,890
2024-06-05,2326.39990234375,2354.300048828125,2326.199951171875,2354.10009765625,295
2024-06-06,2355.0,2375.800048828125,2355.0,2370.300048828125,179
2024-06-07,2379.89990234375,2385.10009765625,2285.39990234375,2305.199951171875,269
2024-06-10,2290.60009765625,2309.300048828125,2290.5,2307.699951171875,69
2024-06-11,2300.0,2314.10009765625,2300.0,2307.5,871
2024-06-12,2314.89990234375,2338.699951171875,2310.300048828125,2336.0,132
2024-06-13,2309.39990234375,2317.699951171875,2296.199951171875,2300.199951171875,298
2024-06-14,2307.0,2331.39990234375,2305.800048828125,2331.39990234375,948
2024-06-17,2320.199951171875,2320.199951171875,2309.60009765625,2312.39990234375,110
2024-06-18,2311.800048828125,2330.39990234375,2311.800048828125,2330.39990234375,43
2024-06-20,2328.89990234375,2354.0,2328.300048828125,2353.800048828125,183
2024-06-21,2331.199951171875,2331.199951171875,2316.39990234375,2316.39990234375,76
2024-06-24,2323.300048828125,2332.89990234375,2322.699951171875,2330.0,99
2024-06-25,2324.39990234375,2333.0,2316.60009765625,2316.60009765625,105
2024-06-26,2307.89990234375,2314.39990234375,2298.0,2299.199951171875,986
2024-06-27,2296.800048828125,2329.0,2295.0,2324.5,1532
2024-06-28,2325.39990234375,2338.300048828125,2319.0,2327.699951171875,92
2024-07-01,2323.800048828125,2329.699951171875,2321.699951171875,2327.60009765625,237
2024-07-02,2330.699951171875,2334.60009765625,2323.0,2323.0,30
2024-07-03,2330.89990234375,2361.60009765625,2330.89990234375,2359.800048828125,59
2024-07-05,2354.89990234375,2388.5,2354.89990234375,2388.5,72
2024-07-08,2381.699951171875,2383.800048828125,2352.800048828125,2355.199951171875,64
2024-07-09,2363.10009765625,2363.699951171875,2360.10009765625,2360.10009765625,9
2024-07-10,2366.300048828125,2377.0,2365.800048828125,2372.199951171875,19
2024-07-11,2378.699951171875,2416.699951171875,2378.699951171875,2415.0,72
2024-07-12,2399.800048828125,2414.0,2391.300048828125,2414.0,355
2024-07-15,2430.0,2436.0,2422.89990234375,2422.89990234375,540
2024-07-16,2427.39990234375,2462.39990234375,2427.39990234375,2462.39990234375,93
2024-07-17,2472.89990234375,2473.10009765625,2454.800048828125,2454.800048828125,10
2024-07-18,2466.0,2466.0,2451.800048828125,2451.800048828125,2
2024-07-19,2418.800048828125,2419.199951171875,2395.5,2395.5,15
2024-07-22,2402.10009765625,2402.10009765625,2392.0,2392.0,18
2024-07-23,2395.800048828125,2404.60009765625,2388.699951171875,2404.60009765625,41
2024-07-24,2421.0,2421.0,2411.60009765625,2413.300048828125,6
2024-07-25,2365.5,2365.5,2351.89990234375,2351.89990234375,31
2024-07-26,2368.699951171875,2386.89990234375,2368.699951171875,2380.0,95
2024-07-29,2377.300048828125,2377.300048828125,2377.300048828125,2377.300048828125,126409
2024-07-30,2380.89990234375,2409.300048828125,2373.800048828125,2405.0,25944
2024-07-31,2407.10009765625,2447.60009765625,2402.800048828125,2426.5,1313
2024-08-01,2446.699951171875,2455.10009765625,2430.39990234375,2435.0,690
2024-08-02,2444.0,2477.0,2416.0,2425.699951171875,550
2024-08-05,2442.0,2449.800048828125,2367.39990234375,2401.699951171875,334
2024-08-06,2414.5,2421.800048828125,2380.0,2389.10009765625,163
2024-08-07,2392.199951171875,2401.0,2384.5,2390.5,130
2024-08-08,2384.300048828125,2422.800048828125,2384.300048828125,2422.199951171875,201
2024-08-09,2422.300048828125,2432.10009765625,2418.5,2432.10009765625,611
2024-08-12,2432.699951171875,2469.800048828125,2432.0,2462.39990234375,566
2024-08-13,2461.0,2470.0,2456.5,2466.699951171875,510
2024-08-14,2468.0,2472.10009765625,2439.39990234375,2439.39990234375,274
2024-08-15,2451.800048828125,2467.699951171875,2431.199951171875,2453.10009765625,285
2024-08-16,2453.5,2508.0,2451.39990234375,2498.60009765625,197
2024-08-19,2508.5,2508.5,2487.199951171875,2501.800048828125,88
2024-08-20,2503.5,2527.300048828125,2500.699951171875,2511.300048828125,187
2024-08-21,2511.0,2515.39990234375,2503.89990234375,2508.39990234375,96
2024-08-22,2504.10009765625,2504.10009765625,2471.10009765625,2478.89990234375,210
2024-08-23,2486.5,2508.39990234375,2486.5,2508.39990234375,94
2024-08-26,2509.89990234375,2523.10009765625,2509.10009765625,2517.699951171875,290
2024-08-27,2515.199951171875,2523.10009765625,2506.89990234375,2516.0,100
2024-08-28,2501.0,2501.0,2501.0,2501.0,2353
2024-08-29,2504.10009765625,2525.699951171875,2503.89990234375,2525.699951171875,3966
2024-08-30,2519.5,2525.39990234375,2493.800048828125,2493.800048828125,208
2024-09-03,2501.60009765625,2501.800048828125,2476.300048828125,2489.89990234375,206
2024-09-04,2490.89990234375,2493.39990234375,2483.5,2493.39990234375,470
2024-09-05,2493.699951171875,2513.300048828125,2493.39990234375,2511.39990234375,54
2024-09-06,2510.300048828125,2517.89990234375,2483.699951171875,2493.5,96
2024-09-09,2491.300048828125,2504.699951171875,2491.300048828125,2501.800048828125,96
2024-09-10,2512.300048828125,2512.300048828125,2512.300048828125,2512.300048828125,5
2024-09-11,2525.800048828125,2525.800048828125,2502.300048828125,2512.10009765625,90
2024-09-12,2529.10009765625,2557.0,2523.39990234375,2551.199951171875,132
2024-09-13,2568.800048828125,2581.800048828125,2565.0,2581.300048828125,31
2024-09-16,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,28
2024-09-17,2581.199951171875,2581.800048828125,2564.300048828125,2564.300048828125,22
2024-09-18,2570.699951171875,2570.699951171875,2549.199951171875,2570.699951171875,25
2024-09-19,2566.0,2588.0,2566.0,2588.0,99
2024-09-20,2590.39990234375,2621.800048828125,2590.39990234375,2619.89990234375,17
2024-09-23,2626.5,2626.5,2626.5,2626.5,9
2024-09-24,2636.800048828125,2662.300048828125,2625.5,2651.199951171875,35
2024-09-25,2656.300048828125,2664.199951171875,2649.300048828125,2659.199951171875,175
2024-09-26,2662.300048828125,2669.89990234375,2660.800048828125,2669.89990234375,17216
2024-09-27,2670.0,2672.10009765625,2641.699951171875,2644.300048828125,4228
2024-09-30,2660.89990234375,2662.10009765625,2623.199951171875,2636.10009765625,973
2024-10-01,2631.39990234375,2670.89990234375,2631.39990234375,2667.300048828125,153
2024-10-02,2650.60009765625,2657.199951171875,2640.0,2647.10009765625,72
2024-10-03,2642.800048828125,2657.10009765625,2640.0,2657.10009765625,354
2024-10-04,2656.0,2667.0,2639.0,2645.800048828125,114
2024-10-07,2648.699951171875,2657.39990234375,2639.0,2644.800048828125,284
2024-10-08,2639.0,2639.0,2609.300048828125,2615.0,687
2024-10-09,2603.0,2607.699951171875,2603.0,2606.0,152
2024-10-10,2602.5,2628.300048828125,2602.5,2620.60009765625,320
2024-10-11,2638.300048828125,2658.10009765625,2638.199951171875,2657.60009765625,12
